#Extended Data Table 4. Differentially H3K27ac acetylated loci between 2nd and 3rd trimester CTBs														
	seqnames	start	end	width	strand	Conc	Conc_second.CTB	Conc_third.CTB	Fold	absFC	p.value	FDR	nglogP	nglogFDR
17894	chr4	10056661	10058460	1800	*	8.3	9.05	6.67	2.38	2.38	1.67E-12	2.11E-10	11.77728353	9.675717545
5051	chr11	116959302	116961874	2573	*	9.01	7.37	9.75	-2.38	2.38	2.59E-12	2.88E-10	11.58670024	9.540607512
24699	chr9	14095803	14097639	1837	*	8.41	9.15	6.77	2.38	2.38	1.01E-11	8.19E-10	10.99567863	9.086716098
2659	chr1	245972166	245977147	4982	*	8.59	9.33	6.95	2.38	2.38	2.08E-11	1.38E-09	10.68193667	8.860120914
19428	chr5	71498186	71500401	2216	*	8.31	6.68	9.06	-2.38	2.38	5.85E-11	3.02E-09	10.23284413	8.519993057
17601	chr3	182510154	182513832	3679	*	9.32	7.68	10.06	-2.38	2.38	1.51E-10	5.99E-09	9.821023053	8.222573178
15278	chr21	18979410	18985957	6548	*	10.47	8.84	11.22	-2.38	2.38	3.80E-10	1.15E-08	9.420216403	7.93930216
21484	chr6	121840971	121844394	3424	*	9.13	9.88	7.5	2.38	2.38	4.78E-10	1.36E-08	9.320572103	7.866461092
8127	chr15	40547123	40552057	4935	*	8.99	7.36	9.74	-2.38	2.38	5.61E-10	1.53E-08	9.251037139	7.815308569
18388	chr4	89656565	89662450	5886	*	9.96	8.33	10.71	-2.38	2.38	6.37E-10	1.69E-08	9.195860568	7.772113295
23874	chr8	48508897	48514584	5688	*	11.09	11.84	9.45	2.38	2.38	7.15E-10	1.86E-08	9.145693958	7.730487056
4386	chr11	58909504	58912476	2973	*	9.39	7.76	10.14	-2.38	2.38	8.11E-10	2.05E-08	9.090979146	7.688246139
13178	chr2	61435189	61437584	2396	*	9.13	9.88	7.5	2.38	2.38	1.06E-09	2.52E-08	8.974694135	7.598599459
7082	chr13	107084199	107086246	2048	*	8.95	9.7	7.32	2.38	2.38	2.14E-09	4.38E-08	8.669586227	7.358525889
21260	chr6	90363753	90368707	4955	*	9.23	7.6	9.98	-2.38	2.38	3.15E-09	5.78E-08	8.501689446	7.238072162
4104	chr11	12429825	12437686	7862	*	9.79	10.54	8.16	2.38	2.38	6.15E-09	9.43E-08	8.211124884	7.025488307
17022	chr3	114237109	114239673	2565	*	9.21	9.95	7.57	2.38	2.38	8.60E-09	1.21E-07	8.065501549	6.91721463
17554	chr3	174600978	174603549	2572	*	9.35	10.1	7.72	2.38	2.38	8.63E-09	1.21E-07	8.063989204	6.91721463
20631	chr6	24328624	24333492	4869	*	10.62	11.36	8.99	2.38	2.38	1.05E-08	1.40E-07	7.978810701	6.853871964
4804	chr11	78511374	78515244	3871	*	10.18	10.92	8.54	2.38	2.38	1.46E-08	1.78E-07	7.835647144	6.749579998
2303	chr1	212483599	212486209	2611	*	9	9.74	7.37	2.38	2.38	1.63E-08	1.93E-07	7.787812396	6.714442691
2877	chr10	13991108	13993720	2613	*	8.89	9.63	7.26	2.38	2.38	1.83E-08	2.10E-07	7.73754891	6.677780705
6279	chr12	110610858	110612995	2138	*	8.45	9.2	6.82	2.38	2.38	1.92E-08	2.16E-07	7.716698771	6.665546249
6850	chr13	49810233	49812930	2698	*	8.53	9.28	6.9	2.38	2.38	1.93E-08	2.17E-07	7.714442691	6.663540266
13618	chr2	113361575	113364108	2534	*	8.28	9.02	6.64	2.38	2.38	2.28E-08	2.47E-07	7.642065153	6.607303047
22190	chr7	22616653	22619258	2606	*	9.91	10.66	8.28	2.38	2.38	2.33E-08	2.51E-07	7.632644079	6.600326279
20544	chr6	15255662	15259961	4300	*	8.44	9.19	6.81	2.38	2.38	2.46E-08	2.61E-07	7.609064893	6.583359493
10580	chr17	61093410	61098093	4684	*	9.32	10.06	7.69	2.38	2.38	2.67E-08	2.78E-07	7.573488739	6.555955204
1108	chr1	85639431	85641930	2500	*	8.62	9.36	6.98	2.38	2.38	3.01E-08	3.05E-07	7.521433504	6.515700161
8091	chr15	36230973	36232382	1410	*	8.29	6.66	9.04	-2.38	2.38	3.11E-08	3.13E-07	7.507239611	6.504455662
16149	chr3	9937592	9942021	4430	*	9.63	10.38	8	2.38	2.38	7.19E-08	6.03E-07	7.14327111	6.219682688
8576	chr15	75097668	75102972	5305	*	9.79	10.53	8.15	2.38	2.38	7.38E-08	6.15E-07	7.131943638	6.211124884
16757	chr3	66400748	66404554	3807	*	9.32	10.06	7.69	2.38	2.38	7.64E-08	6.31E-07	7.116906641	6.199970641
16948	chr3	107093005	107095297	2293	*	8.1	6.47	8.85	-2.38	2.38	1.02E-07	7.91E-07	6.991399828	6.101823517
4033	chr11	9094590	9097028	2439	*	8.1	8.85	6.47	2.38	2.38	1.50E-07	1.06E-06	6.823908741	5.974694135
18358	chr4	87605600	87608549	2950	*	9.16	9.91	7.53	2.38	2.38	1.71E-07	1.18E-06	6.76700389	5.928117993
9881	chr17	8596378	8602102	5725	*	9.7	10.45	8.07	2.38	2.38	2.33E-07	1.50E-06	6.632644079	5.823908741
6627	chr13	30968583	30970844	2262	*	9.24	7.6	9.98	-2.38	2.38	3.47E-07	2.04E-06	6.459670525	5.690369833
22171	chr7	19747186	19749390	2205	*	8.49	6.85	9.24	-2.38	2.38	4.45E-07	2.51E-06	6.351639989	5.600326279
23956	chr8	61405263	61409513	4251	*	8.34	9.08	6.71	2.38	2.38	4.64E-07	2.59E-06	6.333482019	5.586700236
24847	chr9	35650927	35654422	3496	*	9.84	10.59	8.21	2.38	2.38	5.43E-07	2.94E-06	6.26520017	5.53165267
23854	chr8	43061950	43066409	4460	*	9.02	9.76	7.39	2.38	2.38	5.64E-07	3.03E-06	6.248720896	5.518557371
23820	chr8	41092228	41095176	2949	*	9.87	10.61	8.24	2.38	2.38	1.21E-06	5.55E-06	5.91721463	5.255707017
13725	chr2	134757841	134761426	3586	*	9.78	10.53	8.15	2.38	2.38	2.07E-06	8.67E-06	5.684029655	5.061980903
13051	chr2	46304757	46311487	6731	*	9.83	10.58	8.2	2.38	2.38	2.26E-06	9.32E-06	5.645891561	5.030584088
13348	chr2	74312238	74320820	8583	*	10.22	10.97	8.59	2.38	2.38	2.66E-06	1.06E-05	5.575118363	4.974694135
6492	chr12	125417744	125420780	3037	*	8.37	9.11	6.73	2.38	2.38	4.77E-06	1.72E-05	5.321481621	4.764471553
10812	chr17	76821889	76823982	2094	*	8.57	9.32	6.94	2.38	2.38	1.25E-05	3.91E-05	4.903089987	4.407823243
1082	chr1	82143710	82148228	4519	*	8.52	6.88	9.26	-2.38	2.38	1.78E-05	5.27E-05	4.749579998	4.278189385
13993	chr2	175542488	175548501	6014	*	9.73	10.48	8.1	2.38	2.38	1.88E-05	5.53E-05	4.725842151	4.257274869
971	chr1	62801854	62804286	2433	*	8.61	6.97	9.36	-2.38	2.38	3.48E-05	9.41E-05	4.458420756	4.026410377
14576	chr2	239596911	239598664	1754	*	8.2	8.95	6.56	2.38	2.38	4.33E-05	0.000114	4.363512104	3.943095149
436	chr1	26594314	26595941	1628	*	8.26	9	6.62	2.38	2.38	0.000129	0.000297	3.88941029	3.527243551
21653	chr6	139650554	139653223	2670	*	8.48	9.22	6.85	2.38	2.38	0.000263	0.000564	3.580044252	3.248720896
24975	chr9	75096714	75099780	3067	*	9.13	9.88	7.49	2.38	2.38	0.000348	0.000725	3.458420756	3.139661993
5938	chr12	69345963	69348944	2982	*	8.17	8.92	6.54	2.38	2.38	0.000624	0.00123	3.20481541	2.910094889
18483	chr4	106472437	106474538	2102	*	8.35	6.72	9.1	-2.38	2.38	0.00105	0.00197	2.978810701	2.705533774
12662	chr2	10529134	10531072	1939	*	8.2	8.95	6.57	2.38	2.38	0.00115	0.00214	2.93930216	2.669586227
8399	chr15	64084822	64087177	2356	*	8.86	9.61	7.23	2.39	2.39	8.29E-12	7.34E-10	11.08144547	9.13430394
13956	chr2	173117511	173119613	2103	*	8.46	9.21	6.82	2.39	2.39	1.05E-11	8.41E-10	10.9788107	9.075204004
25503	chr9	124294051	124299863	5813	*	10.38	11.13	8.74	2.39	2.39	1.08E-10	4.73E-09	9.966576245	8.325138859
14124	chr2	196458466	196461914	3449	*	10.15	10.9	8.51	2.39	2.39	1.81E-10	6.72E-09	9.742321425	8.172630727
15641	chr22	21454238	21456615	2378	*	8.58	9.33	6.94	2.39	2.39	3.50E-10	1.09E-08	9.455931956	7.962573502
12026	chr19	30338346	30340879	2534	*	8.13	6.49	8.88	-2.39	2.39	8.00E-10	2.03E-08	9.096910013	7.692503962
21468	chr6	119660600	119662794	2195	*	8.91	9.66	7.27	2.39	2.39	8.86E-10	2.20E-08	9.052566278	7.657577319
11897	chr19	18555562	18559296	3735	*	8.33	6.69	9.07	-2.39	2.39	4.57E-09	7.63E-08	8.3400838	7.117475462
21003	chr6	46873599	46875626	2028	*	8.46	9.21	6.82	2.39	2.39	5.05E-09	8.13E-08	8.296708622	7.089909454
13788	chr2	152784236	152788975	4740	*	9.75	10.49	8.1	2.39	2.39	1.12E-08	1.48E-07	7.950781977	6.829738285
6762	chr13	44481995	44485037	3043	*	9.53	10.28	7.89	2.39	2.39	1.42E-08	1.75E-07	7.847711656	6.756961951
24900	chr9	38619556	38622234	2679	*	9.34	10.09	7.7	2.39	2.39	1.67E-08	1.96E-07	7.777283529	6.707743929
6833	chr13	48868495	48872625	4131	*	8.82	9.57	7.18	2.39	2.39	1.90E-08	2.15E-07	7.721246399	6.66756154
21120	chr6	57295848	57299269	3422	*	8.7	7.06	9.45	-2.39	2.39	1.95E-08	2.19E-07	7.709965389	6.659555885
14414	chr2	227618644	227621673	3030	*	9.1	7.45	9.84	-2.39	2.39	3.29E-08	3.27E-07	7.482804102	6.485452247
24741	chr9	19439133	19442667	3535	*	9.44	10.19	7.8	2.39	2.39	3.81E-08	3.67E-07	7.419075024	6.435333936
18808	chr4	166793105	166797186	4082	*	9.39	7.75	10.14	-2.39	2.39	5.50E-08	4.89E-07	7.259637311	6.310691141
10818	chr17	76960272	76964674	4403	*	9.49	10.23	7.85	2.39	2.39	6.56E-08	5.59E-07	7.183096161	6.252588192
2838	chr10	11704193	11706215	2023	*	8.83	9.58	7.18	2.39	2.39	6.72E-08	5.70E-07	7.172630727	6.244125144
11035	chr18	12278197	12289499	11303	*	12.17	12.92	10.53	2.39	2.39	6.91E-08	5.83E-07	7.160521953	6.234331445
10590	chr17	61966595	61969820	3226	*	8.32	9.06	6.68	2.39	2.39	7.36E-08	6.15E-07	7.133122186	6.211124884
7944	chr14	103651429	103655800	4372	*	10.99	11.74	9.35	2.39	2.39	8.92E-08	7.11E-07	7.049635146	6.148130399
24048	chr8	79532202	79534889	2688	*	8.02	8.77	6.39	2.39	2.39	9.10E-08	7.23E-07	7.040958608	6.140861703
25158	chr9	92177553	92180465	2913	*	9.15	9.9	7.51	2.39	2.39	1.03E-07	7.98E-07	6.987162775	6.097997109
22504	chr7	55374478	55378428	3951	*	10.54	11.29	8.9	2.39	2.39	1.10E-07	8.42E-07	6.958607315	6.074687909
8278	chr15	52272644	52274994	2351	*	8.92	9.67	7.28	2.39	2.39	1.47E-07	1.05E-06	6.832682665	5.978810701
23263	chr7	142235880	142238793	2914	*	10.2	10.95	8.55	2.39	2.39	2.56E-07	1.61E-06	6.591760035	5.793174124
15448	chr21	40140100	40150233	10134	*	10.94	11.68	9.29	2.39	2.39	2.74E-07	1.69E-06	6.562249437	5.772113295
17443	chr3	158147669	158149244	1576	*	8.42	9.16	6.78	2.39	2.39	3.34E-07	1.98E-06	6.476253533	5.70333481
13106	chr2	48640486	48648180	7695	*	11.58	12.33	9.94	2.39	2.39	3.88E-07	2.24E-06	6.411168274	5.649751982
23027	chr7	117322248	117325080	2833	*	9.09	9.83	7.44	2.39	2.39	6.58E-07	3.41E-06	6.181774106	5.467245621
6182	chr12	103950805	103957159	6355	*	11.3	12.05	9.65	2.39	2.39	6.84E-07	3.52E-06	6.164943898	5.453457337
22712	chr7	92031583	92033586	2004	*	8.17	8.92	6.53	2.39	2.39	7.56E-07	3.81E-06	6.121478204	5.419075024
2802	chr10	7666836	7670313	3478	*	9.69	10.44	8.05	2.39	2.39	9.49E-07	4.58E-06	6.022733788	5.339134522
6611	chr13	29147060	29149894	2835	*	8.67	9.42	7.03	2.39	2.39	1.09E-06	5.12E-06	5.962573502	5.290730039
7289	chr14	34964767	34967703	2937	*	10.11	10.86	8.47	2.39	2.39	2.02E-06	8.47E-06	5.694648631	5.07211659
21268	chr6	91363846	91366448	2603	*	8.54	6.89	9.28	-2.39	2.39	2.08E-06	8.67E-06	5.681936665	5.061980903
21964	chr6	166525286	166528010	2725	*	9.82	10.57	8.18	2.39	2.39	2.10E-06	8.74E-06	5.677780705	5.058488567
10804	chr17	76334567	76342001	7435	*	10.83	11.57	9.18	2.39	2.39	2.92E-06	1.15E-05	5.534617149	4.93930216
17187	chr3	131563982	131566636	2655	*	8.28	9.03	6.63	2.39	2.39	3.43E-06	1.31E-05	5.46470588	4.882728704
22694	chr7	87883178	87885845	2668	*	8.11	8.86	6.47	2.39	2.39	3.49E-06	1.33E-05	5.457174573	4.876148359
20356	chr6	3202434	3210448	8015	*	11.31	12.06	9.67	2.39	2.39	7.79E-06	2.60E-05	5.108462542	4.585026652
21649	chr6	139431296	139435397	4102	*	9.08	7.43	9.83	-2.39	2.39	8.53E-06	2.82E-05	5.069050969	4.549750892
19277	chr5	53896772	53900067	3296	*	8.11	8.86	6.47	2.39	2.39	1.68E-05	5.02E-05	4.774690718	4.299296283
25377	chr9	112515179	112519887	4709	*	9.37	10.11	7.72	2.39	2.39	2.46E-05	6.97E-05	4.609064893	4.156767222
5222	chr12	2371317	2375128	3812	*	9.09	9.84	7.45	2.39	2.39	2.61E-05	7.34E-05	4.583359493	4.13430394
3660	chr10	106075973	106078709	2737	*	8.23	8.98	6.59	2.39	2.39	0.000399	0.00082	3.399027104	3.086186148
15601	chr22	19753235	19756202	2968	*	9.67	10.42	8.03	2.39	2.39	0.000407	0.000834	3.390405591	3.078833949
9882	chr17	8610010	8612439	2430	*	8.08	8.82	6.43	2.39	2.39	0.000449	0.000912	3.347753659	3.040005162
15867	chr22	36981589	36982903	1315	*	8.22	8.97	6.58	2.39	2.39	0.000549	0.00109	3.260427656	2.962573502
3546	chr10	98431336	98434786	3451	*	8.23	8.98	6.59	2.39	2.39	0.00108	0.00201	2.966576245	2.696803943
7630	chr14	73690984	73696238	5255	*	9.21	9.96	7.57	2.39	2.39	0.00151	0.00273	2.821023053	2.563837353
22317	chr7	33078348	33081532	3185	*	8.46	6.81	9.21	-2.4	2.4	1.45E-11	1.03E-09	10.838632	8.987162775
3549	chr10	98599421	98604984	5564	*	9.29	7.64	10.04	-2.4	2.4	1.63E-11	1.14E-09	10.7878124	8.943095149
23964	chr8	63950162	63953697	3536	*	9.48	7.84	10.23	-2.4	2.4	8.23E-11	3.84E-09	10.08460016	8.415668776
6444	chr12	123212803	123218525	5723	*	10.61	11.36	8.97	2.4	2.4	3.51E-10	1.09E-08	9.454692884	7.962573502
25164	chr9	92500087	92502297	2211	*	8.12	6.47	8.87	-2.4	2.4	4.19E-10	1.23E-08	9.377785977	7.910094889
21944	chr6	164406415	164409349	2935	*	8.77	9.52	7.12	2.4	2.4	5.69E-10	1.54E-08	9.244887734	7.812479279
11371	chr18	60773733	60775619	1887	*	8.15	8.9	6.5	2.4	2.4	5.74E-10	1.56E-08	9.241088108	7.806875402
13653	chr2	118875143	118878776	3634	*	8.67	9.42	7.02	2.4	2.4	1.84E-09	3.86E-08	8.735182177	7.413412695
1378	chr1	113029652	113031917	2266	*	8.42	9.17	6.77	2.4	2.4	4.56E-09	7.61E-08	8.341035157	7.118615343
1311	chr1	108194363	108200905	6543	*	8.99	7.34	9.74	-2.4	2.4	6.03E-09	9.29E-08	8.219682688	7.031984286
14724	chr20	17530584	17532920	2337	*	8.94	9.69	7.29	2.4	2.4	6.70E-09	1.01E-07	8.173925197	6.995678626
20404	chr6	5054022	5056233	2212	*	8.69	9.44	7.03	2.4	2.4	7.69E-09	1.11E-07	8.11407366	6.954677021
10385	chr17	44848066	44849938	1873	*	8.15	6.5	8.9	-2.4	2.4	2.07E-08	2.30E-07	7.684029655	6.638272164
20043	chr5	149293206	149299768	6563	*	10.44	8.79	11.19	-2.4	2.4	2.85E-08	2.93E-07	7.54515514	6.53313238
21150	chr6	73533908	73536572	2665	*	10.21	10.96	8.56	2.4	2.4	4.49E-08	4.15E-07	7.347753659	6.381951903
7255	chr14	31933736	31935194	1459	*	8.35	9.1	6.7	2.4	2.4	5.41E-08	4.82E-07	7.266802735	6.316952962
25381	chr9	112773490	112779710	6221	*	10.2	10.95	8.55	2.4	2.4	9.87E-08	7.69E-07	7.005682847	6.11407366
7730	chr14	78295882	78298441	2560	*	9.19	9.94	7.54	2.4	2.4	1.03E-07	7.96E-07	6.987162775	6.099086932
3850	chr10	126864340	126867786	3447	*	9.55	10.3	7.91	2.4	2.4	1.17E-07	8.84E-07	6.931814138	6.053547735
5996	chr12	76505361	76509137	3777	*	10.31	11.06	8.66	2.4	2.4	1.27E-07	9.40E-07	6.896196279	6.026872146
12879	chr2	30675669	30680738	5070	*	10.02	10.77	8.37	2.4	2.4	1.54E-07	1.09E-06	6.812479279	5.962573502
17905	chr4	10491415	10493777	2363	*	8.62	9.37	6.96	2.4	2.4	1.57E-07	1.10E-06	6.804100348	5.958607315
6158	chr12	100783144	100785751	2608	*	8.31	9.06	6.66	2.4	2.4	2.17E-07	1.42E-06	6.663540266	5.847711656
16214	chr3	13764097	13766274	2178	*	8.57	9.32	6.93	2.4	2.4	2.86E-07	1.75E-06	6.543633967	5.756961951
16484	chr3	44533421	44539381	5961	*	11.2	11.95	9.55	2.4	2.4	5.74E-07	3.07E-06	6.241088108	5.512861625
9161	chr16	28868585	28872410	3826	*	9.19	9.94	7.54	2.4	2.4	7.58E-07	3.82E-06	6.120330794	5.417936637
726	chr1	41374247	41377479	3233	*	9.17	9.92	7.51	2.4	2.4	1.01E-06	4.81E-06	5.995678626	5.317854924
13654	chr2	118879571	118882507	2937	*	8.52	9.27	6.87	2.4	2.4	1.04E-06	4.96E-06	5.982966661	5.304518324
24276	chr8	103773440	103777268	3829	*	9.11	9.86	7.46	2.4	2.4	1.82E-06	7.82E-06	5.739928612	5.106793247
19337	chr5	58943492	58946113	2622	*	8.64	9.39	6.99	2.4	2.4	2.14E-06	8.90E-06	5.669586227	5.050609993
8060	chr15	33497667	33501361	3695	*	8.44	9.19	6.79	2.4	2.4	2.38E-06	9.72E-06	5.623423043	5.012333735
3770	chr10	120901172	120904474	3303	*	8.64	9.39	6.98	2.4	2.4	2.96E-06	1.16E-05	5.528708289	4.935542011
7724	chr14	78114437	78116445	2009	*	8.1	8.85	6.44	2.4	2.4	3.38E-06	1.30E-05	5.4710833	4.886056648
10760	chr17	74313666	74316263	2598	*	8.96	9.71	7.31	2.4	2.4	4.50E-06	1.64E-05	5.346787486	4.785156152
24659	chr9	4849747	4851841	2095	*	8.47	9.22	6.82	2.4	2.4	7.52E-06	2.53E-05	5.123782159	4.596879479
19026	chr5	9657332	9661485	4154	*	9.96	10.71	8.3	2.4	2.4	9.60E-06	3.12E-05	5.017728767	4.505845406
15707	chr22	26680998	26683783	2786	*	8.79	9.54	7.14	2.4	2.4	1.05E-05	3.36E-05	4.978810701	4.473660723
20180	chr5	171867756	171872202	4447	*	8.8	9.55	7.16	2.4	2.4	1.14E-05	3.59E-05	4.943095149	4.444905551
10236	chr17	37857888	37862933	5046	*	9.91	10.66	8.26	2.4	2.4	2.12E-05	6.14E-05	4.673664139	4.211831629
18424	chr4	95941138	95942830	1693	*	8.2	8.95	6.55	2.4	2.4	8.50E-05	0.000206	4.070581074	3.68613278
1516	chr1	145184794	145188480	3687	*	10.14	10.89	8.5	2.4	2.4	0.000189	0.00042	3.723538196	3.37675071
3754	chr10	117613790	117615552	1763	*	8.15	6.5	8.9	-2.4	2.4	0.000826	0.00158	3.083019953	2.801342913
17953	chr4	24273748	24276078	2331	*	8.29	6.64	9.04	-2.4	2.4	0.00154	0.00277	2.812479279	2.557520231
18593	chr4	129373207	129377697	4491	*	9.63	10.38	7.98	2.4	2.4	0.00237	0.00411	2.625251654	2.386158178
710	chr1	40404092	40411170	7079	*	9.92	10.67	8.27	2.4	2.4	0.00273	0.00468	2.563837353	2.329754147
5253	chr12	6152156	6158395	6240	*	10.49	11.24	8.84	2.4	2.4	0.00376	0.00629	2.424812155	2.201349355
20597	chr6	20402119	20404957	2839	*	8.9	7.24	9.66	-2.41	2.41	2.60E-13	4.88E-11	12.58502665	10.31158018
10193	chr17	33784802	33788173	3372	*	9.06	9.81	7.41	2.41	2.41	2.24E-12	2.63E-10	11.64975198	9.580044252
16949	chr3	107102002	107105141	3140	*	9.02	7.36	9.77	-2.41	2.41	3.30E-12	3.48E-10	11.48148606	9.458420756
18318	chr4	83356924	83359867	2944	*	8.71	7.05	9.46	-2.41	2.41	4.64E-12	4.60E-10	11.33348202	9.337242168
13684	chr2	128269039	128271713	2675	*	8.3	9.05	6.64	2.41	2.41	1.80E-11	1.24E-09	10.74472749	8.906578315
19360	chr5	64755188	64758593	3406	*	8.39	6.73	9.14	-2.41	2.41	8.38E-11	3.87E-09	10.07675598	8.412289035
1093	chr1	84326081	84327222	1142	*	8.51	6.85	9.26	-2.41	2.41	9.88E-11	4.43E-09	10.00524306	8.353596274
998	chr1	65365955	65368510	2556	*	8.43	9.19	6.78	2.41	2.41	2.74E-10	9.10E-09	9.562249437	8.040958608
18380	chr4	89359742	89362163	2422	*	7.98	6.32	8.73	-2.41	2.41	3.84E-10	1.16E-08	9.415668776	7.935542011
4697	chr11	72544988	72547260	2273	*	8.25	9	6.59	2.41	2.41	1.23E-09	2.85E-08	8.910094889	7.54515514
38	chr1	1980796	1983457	2662	*	8.84	7.18	9.59	-2.41	2.41	2.47E-09	4.83E-08	8.607303047	7.316052869
10988	chr18	8945446	8949460	4015	*	9.79	10.54	8.13	2.41	2.41	4.08E-09	7.01E-08	8.389339837	7.154281982
10029	chr17	19889520	19891558	2039	*	8.46	6.8	9.21	-2.41	2.41	4.65E-09	7.72E-08	8.332547047	7.1123827
9133	chr16	25144338	25147042	2705	*	8.77	9.52	7.11	2.41	2.41	4.76E-09	7.79E-08	8.322393047	7.108462542
22285	chr7	29647742	29649966	2225	*	8.42	9.17	6.76	2.41	2.41	5.40E-09	8.56E-08	8.26760624	7.067526235
1226	chr1	94056912	94066657	9746	*	9.72	8.06	10.47	-2.41	2.41	5.72E-09	8.91E-08	8.242603971	7.050122296
23200	chr7	137366163	137369102	2940	*	9.58	10.33	7.92	2.41	2.41	1.00E-08	1.35E-07	8	6.869666232
7266	chr14	32940452	32945643	5192	*	10.01	8.35	10.76	-2.41	2.41	1.67E-08	1.96E-07	7.777283529	6.707743929
2666	chr1	246430903	246433980	3078	*	10.02	10.77	8.36	2.41	2.41	2.36E-08	2.53E-07	7.627087997	6.596879479
7099	chr13	110504396	110506382	1987	*	8.96	9.71	7.31	2.41	2.41	2.54E-08	2.67E-07	7.595166283	6.573488739
11365	chr18	60466553	60470548	3996	*	8.19	6.53	8.94	-2.41	2.41	2.72E-08	2.81E-07	7.565431096	6.55129368
2142	chr1	200902748	200906644	3897	*	10.98	11.73	9.32	2.41	2.41	2.79E-08	2.88E-07	7.554395797	6.540607512
14658	chr20	4289894	4292205	2312	*	9.21	9.96	7.55	2.41	2.41	2.84E-08	2.92E-07	7.54668166	6.534617149
17125	chr3	127461596	127466752	5157	*	8.87	7.21	9.62	-2.41	2.41	4.28E-08	4.00E-07	7.368556231	6.397940009
1551	chr1	147319570	147327579	8010	*	10.54	11.29	8.88	2.41	2.41	5.08E-08	4.58E-07	7.294136288	6.339134522
17646	chr3	185612630	185615636	3007	*	8.88	9.63	7.23	2.41	2.41	6.13E-08	5.31E-07	7.212539525	6.274905479
5888	chr12	64972318	64979777	7460	*	9.91	8.25	10.67	-2.41	2.41	7.03E-08	5.91E-07	7.153044675	6.228412519
6307	chr12	112430355	112433318	2964	*	8.93	7.27	9.68	-2.41	2.41	8.19E-08	6.66E-07	7.086716098	6.176525771
9292	chr16	53345234	53347874	2641	*	8.29	9.04	6.63	2.41	2.41	1.12E-07	8.49E-07	6.950781977	6.07109231
19329	chr5	58096381	58098351	1971	*	8.57	9.32	6.92	2.41	2.41	1.18E-07	8.90E-07	6.928117993	6.050609993
19190	chr5	37722723	37725535	2813	*	9.5	10.25	7.84	2.41	2.41	1.55E-07	1.09E-06	6.809668302	5.962573502
14324	chr2	217207146	217210791	3646	*	9.63	10.38	7.97	2.41	2.41	1.61E-07	1.13E-06	6.793174124	5.946921557
10999	chr18	9498683	9504250	5568	*	10.29	11.04	8.63	2.41	2.41	1.70E-07	1.18E-06	6.769551079	5.928117993
14028	chr2	180476065	180479980	3916	*	9.52	10.27	7.86	2.41	2.41	1.76E-07	1.20E-06	6.754487332	5.920818754
13118	chr2	51329600	51332119	2520	*	8.66	9.41	7	2.41	2.41	1.78E-07	1.21E-06	6.749579998	5.91721463
11836	chr19	16642838	16645871	3034	*	8.69	9.44	7.03	2.41	2.41	2.23E-07	1.45E-06	6.651695137	5.838631998
17212	chr3	133718803	133725441	6639	*	10.12	10.87	8.45	2.41	2.41	2.56E-07	1.61E-06	6.591760035	5.793174124
1665	chr1	154738991	154741693	2703	*	9.79	10.54	8.12	2.41	2.41	2.82E-07	1.73E-06	6.549750892	5.761953897
5556	chr12	32637701	32641064	3364	*	9.16	9.91	7.5	2.41	2.41	2.89E-07	1.77E-06	6.539102157	5.752026734
1014	chr1	65960300	65962199	1900	*	8.85	9.6	7.2	2.41	2.41	3.01E-07	1.82E-06	6.521433504	5.739928612
7396	chr14	53308879	53312793	3915	*	9.21	9.96	7.55	2.41	2.41	3.12E-07	1.88E-06	6.505845406	5.725842151
14670	chr20	5064581	5068509	3929	*	9.03	9.78	7.37	2.41	2.41	4.69E-07	2.61E-06	6.328827157	5.583359493
213	chr1	15985643	15988599	2957	*	9.69	10.44	8.04	2.41	2.41	4.96E-07	2.73E-06	6.304518324	5.563837353
1163	chr1	90046329	90048800	2472	*	9.2	9.95	7.54	2.41	2.41	5.39E-07	2.92E-06	6.268411235	5.534617149
22863	chr7	101241099	101259607	18509	*	12.26	13.02	10.6	2.41	2.41	6.34E-07	3.31E-06	6.197910742	5.480172006
16224	chr3	14014277	14016013	1737	*	8.56	9.31	6.9	2.41	2.41	6.44E-07	3.35E-06	6.191114133	5.474955193
16397	chr3	32877106	32880251	3146	*	9.05	9.8	7.38	2.41	2.41	7.11E-07	3.64E-06	6.148130399	5.438898616
23630	chr8	23423859	23426286	2428	*	8.16	6.5	8.91	-2.41	2.41	1.04E-06	4.96E-06	5.982966661	5.304518324
7609	chr14	71079848	71081483	1636	*	8.74	9.49	7.08	2.41	2.41	1.72E-06	7.44E-06	5.764471553	5.128427064
19519	chr5	80264986	80268605	3620	*	8.8	9.55	7.14	2.41	2.41	1.87E-06	7.98E-06	5.728158393	5.097997109
24064	chr8	81146677	81149769	3093	*	7.95	6.3	8.7	-2.41	2.41	2.83E-06	1.12E-05	5.548213564	4.950781977
15187	chr20	56366611	56368725	2115	*	9.42	10.17	7.77	2.41	2.41	4.36E-06	1.60E-05	5.360513511	4.795880017
1301	chr1	102547911	102550355	2445	*	9.06	9.81	7.4	2.41	2.41	4.85E-06	1.75E-05	5.314258261	4.756961951
7365	chr14	51302643	51304954	2312	*	9.03	9.78	7.37	2.41	2.41	4.95E-06	1.78E-05	5.305394801	4.749579998
14221	chr2	206572384	206575728	3345	*	8.69	7.02	9.44	-2.41	2.41	6.03E-06	2.10E-05	5.219682688	4.677780705
